index,claims,text_tokens,claim_idx,claim_vector
5293,"[{'start': 0, 'end': 46}]","['इंटरनेशनल', 'T20', 'मुकाबलों', 'में', 'वॉर्नर', 'आठ', 'साल', 'में', 'पहली', 'बार', 'ज़ीरो', 'पर', 'आउट', 'हुए', '.', 'इस', 'दौरान', 'उन्होंने', '45', 'पारियां', 'खेली', 'और', 'हमेशा', 'खाता', 'खोला', '.', 'इंग्लैंड', 'के', 'खिलाफ', 'जीरो', 'पर', 'आउट', 'होने', 'से', 'पहले', 'वे', 'आखिरी', 'बार', 'मार्च', '2012', 'में', 'जीरो', 'पर', 'आउट', 'हुए', 'थे', '.', '#Warner', '#ENGAUS', 'https://t.co/Wpns8Eaf0P']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
5294,"[{'start': 1, 'end': 18}]","['क्\u200dया', 'एमएस', 'धोनी', 'के', 'साथ', 'दरार', 'के', 'कारण', 'भारत', 'लौटे', 'सुरेश', 'रैना', '?', 'श्रीनिवासन', 'ने', 'किए', 'कई', 'खुलासे', '-', '#IPL2020', 'https://t.co/zJYtGFDVam']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
5295,"[{'start': 0, 'end': 17}]","['सिर्फ़', 'शेट्टी', 'का', 'साथ', 'देता', 'था', 'सुशांत', 'को', 'सुकून', '?', 'कंगना', 'को', 'मिला', ""'"", 'सुरक्षा', '-', 'कवच', ""'"", '!', '#BollywoodBreaking2020', '@U96293942', 'https://t.co/d56VmO7RO9']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
5296,"[{'start': 7, 'end': 41}]","['कौन', 'बक्लौल', 'बोल', 'रहा', 'है', 'भारत', 'बन्द', 'यहां', 'तो', 'पूरा', 'बाजार', 'खुला', 'है', 'गाडिया', 'सरपट', 'दौड', 'रही', 'है', 'सूरज', 'अपनी', 'आभा', 'भिखेर', 'रहा', 'है', 'और', 'नुक्कड़', 'पर', 'चाय', 'की', 'प्याली', 'के', 'साथ', 'शाहीन', 'बाग़', 'का', 'रेट', 'भी', 'फिक्स', 'हो', 'रहा', 'है', '#भारत_बंद_नहीं_होगा', '#भारत_बंद_नहीं_होगा', '#भारत_कभी_बंद_नहीं_होगा', '#भाजपा']","{7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40}","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
5297,"[{'start': 2, 'end': 24}, {'start': 28, 'end': 44}]","['वीडियो', 'किसी', 'भारतीय', 'स्कूल', 'का', 'बताया', 'जा', 'रहा', 'है', '।', 'जिसमे', 'बच्चे', 'डांस', 'करते', 'हुए', 'अश्लील', 'तरीके', 'से', '""', 'टवर्क', '""', 'कर', 'रहे', 'है', '।', 'कान्वेंट', 'कल्चर', ""'"", 'इस', 'वीडियो', 'में', 'बच्चे', 'अश्लील', 'रूप', 'से', ""'"", 'टवर्क', ""'"", 'करते', 'हुए', 'दिखाई', 'दे', 'रहे', 'है', '।']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5298,"[{'start': 0, 'end': 19}]","['1', 'करोड़', '89', 'लाख', 'नौकरियां', 'अप्रैल', 'से', 'अबतक', 'जा', 'चुकी', 'हैं', '&', 'amp', ';', 'जुलाई', 'अकेले', 'में', '50', 'लाख', '।', 'संतोष', 'रखें', 'सब', 'ठीक', 'होगा', '।', 'निराश', 'ज्यादा', 'हों', 'तो', 'मोदी', 'जी', 'का', 'भाषण', 'सुन', 'लें', 'या', 'किसी', 'भक्त', 'से', 'संपर्क', 'करें', 'वो', '100', 'फायदा', 'बता', 'देगा', '।', '@U37453835']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5299,[],"['कोरोना', 'महामारी', 'के', 'संक्रमण', 'से', 'बचाव', 'हेतु', 'यह', 'आवश्यक', 'है', 'कि', 'हम', 'एक', 'दूसरे', 'से', 'दो', 'गज', 'की', 'दूरी', 'बनाकर', 'पूरी', 'सजगता', 'के', 'साथ', 'संक्रमण', 'की', 'चेन', 'को', 'तोड़ने', 'में', 'मदद', 'करें', '।', 'कतार', 'में', 'इंतजार', 'करते', 'समय', 'दूसरों', 'से', 'उचित', 'दूरी', 'बनाए', 'रखें', '।', 'https://t.co/2g8A9U3I1m']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5300,"[{'start': 7, 'end': 30}]","['कंगना', 'को', 'Y', 'कैटेगरी', 'की', 'सुरक्षा', ':', 'मुंबई', 'पहुंचने', 'से', 'पहले', 'ही', 'कंगना', 'के', 'दफ्तर', 'पर', 'बीएमसी', 'ने', 'छापा', 'मारा', ',', 'महाराष्ट्र', 'के', 'मंत्री', 'ने', 'उन्हें', 'भाजपा', 'का', 'पोपट', 'कहा', 'https://t.co/jBYAtFs5w1', '#KanganaRanaut', '#Mumbai', '@U44122412', '@U11618787', '@U10824872', '@U14260494', '@U70260075', '@U99506441', '@U79957430']","{7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29}","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5301,"[{'start': 0, 'end': 10}]","['द्रोणाचार्य', 'ने', 'अंगूठा', 'काटा', ',', 'लक्ष्मण', 'ने', 'नाक', 'काटी', 'थी', 'पर', 'अल्लाह', 'ने', 'तो', '..', '#Ghost', 'खैर', 'छोड़ो', 'हमें', 'किया', 'जिसका', 'कटा', 'वे', 'समझे', '😂', '😂', '😂']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5302,"[{'start': 1, 'end': 37}]","['कई', 'न्यूज़', 'चैनलों', 'ने', 'इसी', 'घटना', 'की', 'तस्वीर', 'का', 'इस्तेमाल', 'करते', 'हुए', 'दावा', 'किया', 'कि', 'यह', 'हैदराबाद', 'में', 'वेटनरी', 'डॉक्टर', 'के', 'साथ', 'हुए', 'बलात्कार', 'और', 'हत्या', 'के', 'बाद', 'पुलिस', 'द्वारा', 'किये', 'गए', 'एनकाउंटर', 'की', 'वास्तविक', 'तस्वीर', 'है', '।']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5303,"[{'start': 0, 'end': 14}]","['यूपीः', '12वीं', 'पास', 'करने', 'वालों', 'के', 'लिए', 'खुशख़बरी', ',', 'छात्रवृत्ति', 'के', 'लिए', 'आवेदन', 'जारी', ',', 'ऐसे', 'करें', 'अप्लाई', 'https://t.co/59rZ8n9wjc']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
5304,"[{'start': 0, 'end': 16}]","['कोरोना', 'वायरस', 'टेस्\u200dट', 'में', 'पॉजिटिव', 'निकला', 'क्रिकेटर', ',', 'मैच', 'बीच', 'में', 'ही', 'रोककर', 'करना', 'पड़ा', 'रद्द', '-', '#CoronaOutbreak', 'https://t.co/RccDtNCTYT']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
5305,"[{'start': 0, 'end': 59}]","['जनपद', 'अलीगढ़', 'में', 'माननीय', 'विधायक', 'के', 'साथ', 'हुई', 'घटना', 'के', 'संबंध', 'में', '@U22668170', 'को', 'प्रभावी', 'कार्यवाही', 'करने', 'के', 'निर्देश', 'दिए', 'गए', 'हैं', '।', 'संबंधित', 'थानाध्यक्ष', 'को', 'निलंबित', 'कर', 'दिया', 'गया', 'है', '।', 'ASP', '(', 'ग्रामीण', ')', 'का', 'स्थानांतरण', 'किया', 'जा', 'रहा', 'है', '।', 'IG', 'अलीगढ़', 'को', 'इस', 'संबंध', 'में', 'कल', 'तक', 'आख्या', 'उपलब्ध', 'कराने', 'के', 'निर्देश', 'दिए', 'गए', 'हैं', '।']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5306,"[{'start': 15, 'end': 42}]","['जम्मू', '-', 'कश्मीर', 'में', 'आतंकवादियों', 'से', 'मुठभेड़', 'में', 'शहीद', 'वीर', 'जवानों', 'को', 'सादर', 'नमन', '।', 'राष्ट्र', 'सेवा', 'करते', 'हुए', 'सर्वस्व', 'अर्पित', 'करने', 'वाले', 'इन', 'वीरों', 'के', 'समक्ष', 'समस्त', 'देशवासी', 'नतमस्तक', 'हैं', '।', 'राष्ट्र', 'रक्षार्थ', 'यह', 'बलिदान', 'युगों', 'तक', 'हमें', 'प्रेरित', 'करता', 'रहेगा', '।', 'सादर', 'श्रद्धांजलि', '!']","{15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
5307,"[{'start': 0, 'end': 21}]","['इलाहाबाद', 'हाईकोर्ट', 'ने', 'दिया', 'डॉ', '.', 'कफील', 'खान', 'की', 'जल्द', 'रिहाई', 'का', 'आदेश', ',', 'भड़काऊ', 'भाषण', 'के', 'लिए', 'हुए', 'थे', 'गिरफ्तार', '#kafeelkhan', '#allahabadhighcourt', '@U24223099', '@U62884163', 'https://t.co/UKX237Yydd']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
5308,"[{'start': 0, 'end': 15}]","['पानीपत', 'में', 'मजदूर', 'से', 'मांगी', 'दस', 'लाख', 'की', 'रंगदारी', ',', 'पुलिस', 'ने', 'भेज', 'दिया', 'गनमैन', ',', 'परेशान', 'होकर', 'बोला', '-', 'दिहाड़ी', 'करूं', 'या', 'इसे', 'संभालूं', '#Panipat', '#panipatcrime', 'https://t.co/QTKpZiXYbc']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5309,"[{'start': 3, 'end': 22}]","['बीबीसी', 'न्यूज़', ':', 'ड्वेन', ""'"", 'द', 'रॉक', ""'"", 'जॉनसन', 'की', '47', 'की', 'उम्र', 'में', 'एक', 'स्टंट', 'नाकाम', 'होने', 'की', 'वजह', 'से', 'मौत']","{3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5310,"[{'start': 0, 'end': 18}]","['प्रविडेंट', 'फंड', 'से', 'पैसे', 'निकालने', 'से', 'बचें', ',', '1', 'लाख', 'निकालने', 'पर', '11', 'लाख', 'का', 'होता', 'है', 'नुकसान', 'https://t.co/2FSX1VuW84', 'via', '@U59792336', '#EPFO', '#ProvidentFund', 'https://t.co/O040xUp3We']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
5311,"[{'start': 9, 'end': 19}, {'start': 23, 'end': 39}]","['ओणम', 'के', 'पावन', 'पर्व', 'पर', 'सभी', 'को', 'बधाई', '।', 'ओणम', 'का', 'त्योहार', 'हमारी', 'समृद्ध', 'सांस्कृतिक', 'विरासत', 'का', 'प्रतीक', 'है', '।', 'साथ', 'ही', ',', 'यह', 'नई', 'फसल', 'के', 'आगमन', 'पर', 'प्रकृति', 'के', 'प्रति', 'कृतज्ञता', 'भाव', 'दर्शाने', 'का', 'अवसर', 'भी', 'है', '।', 'इस', 'मौके', 'पर', 'हम', 'जरूरतमंद', 'लोगों', 'की', 'सहायता', 'करें', 'व', 'कोविड', '-', '19', 'की', 'रोकथाम', 'के', 'लिए', 'सभी', 'दिशा', '-', 'निर्देशों', 'का', 'पालन', 'करें', '।']","{9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38}","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5312,[],"['@U48315807', 'कृपया', 'आप', 'अपनी', 'समस्या', 'का', 'संक्षिप्त', 'विवरण', 'दें']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
5313,"[{'start': 0, 'end': 26}]","['कोरोना', 'महामारी', 'के', 'कारण', '17', 'मई', '2020', 'तक', 'लॉकडाउन', 'की', 'वजह', 'से', 'मोबाइल', 'कंपनियों', 'नें', 'सभी', 'मोबाइल', 'यूजर्स', 'को', 'फ्री', 'इन्टरनेट', 'देने', 'का', 'ऐलान', 'किया', 'है', '|']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5314,"[{'start': 0, 'end': 6}]","['कंगना', 'का', 'संजय', 'राउत', 'पर', 'पलटवार', ';', ""'"", 'जब', 'आमिर', 'खान', 'ने', 'हिंदुस्तान', 'में', 'डर', 'वाली', 'बात', 'कही', 'थी', 'तो', 'किसी', 'ने', 'उन्हें', '...', ""'"", 'https://t.co/ZE8JpDAc0l']","{0, 1, 2, 3, 4, 5}","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5315,"[{'start': 4, 'end': 18}]","['Sovereign', 'Gold', 'Bond', ':', 'सरकार', 'दे', 'रही', 'सस्ता', 'सोना', ',', 'ऑनलाइन', 'खरीदने', 'पर', 'मिलेगा', 'और', '500', 'रुपये', 'सस्ता', '!', 'https://t.co/x9vCkyWGqM', 'via', '@U59792336', '#Gold', '#SovereignGoldBond', '#GoldPrice', 'https://t.co/0SBQuNAEsF']","{4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17}","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
5316,"[{'start': 0, 'end': 15}]","['कोरोना', 'काल', 'में', 'शेयर', 'बाजारों', 'में', 'बढ़ी', 'महिलाओं', 'की', 'भागीदारी', ',', 'ज्यादातर', 'फर्स्ट', 'टाइम', 'इन्वेस्टर', 'https://t.co/pa87BgxxH4', 'via', '@U59792336', '#Coronavirus', '#FD', '#ShareMarket', 'https://t.co/81KmW7nhnD']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
5317,"[{'start': 1, 'end': 16}]","['यूपीः', 'बांदा', 'में', 'प्रेमिका', 'ने', 'की', 'खुदकुशी', 'तो', 'प्रेमी', 'ने', 'ट्रेन', 'के', 'आगे', 'कूदकर', 'दी', 'जान', '#Suicide', '#Banda', '#UPPolice', '#YogiAdityanath', 'https://t.co/vPXd6ZAznF']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
5318,"[{'start': 2, 'end': 5}]","['@U93020362', 'साला', 'ये', 'सांसद', 'है', 'या', 'गुंडा']","{2, 3, 4}","[0, 0, 1, 1, 1, 0, 0]"
5319,"[{'start': 0, 'end': 10}, {'start': 12, 'end': 43}]","['#Meerut', 'बेरोजगार', 'के', 'चलते', 'युवक', 'ने', 'फांसी', 'लगाकर', 'की', 'आत्महत्या', ',', '#लॉकडाउन', 'के', 'चलते', 'चली', 'गई', 'थी', 'नौकरी', ',', 'कई', 'महीने', 'से', 'नई', 'नौकरी', 'की', 'थी', 'तलाश', ',', 'नौकरी', 'न', 'मिलने', 'पर', 'बेरोजगार', 'ने', 'दी', 'जान', ',', 'कंकरखेड़ा', 'के', 'विकास', 'एन्कलेव', 'का', 'मामला', '।', '@U44399060', '@U74049023', '@U24223099', '#policemedianews']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
5320,[],"['हिंदुस्तान', 'में', 'हिन्दू', 'सन्तों', 'की', 'निर्मम', 'हत्यापर', 'यदि', 'आप', 'कुछ', 'नही', 'बोलसकते', 'तो', 'बाहर', 'रहरहे', 'अल्पसंख्यक', 'हिंदुओं', 'को', 'तो', 'फिर', 'कोई', 'हक', 'ही', 'नहीबनता', 'अपने', 'ऊपर', 'हो', 'रहे', 'अत्याचारोपर', 'कुछ', 'बोलने', 'का', '।', 'शुरुआत', 'अपने', 'घर', ',', 'देश', 'से', 'कीजिये', '।']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5321,"[{'start': 0, 'end': 10}]","['टिंडर', 'ने', 'पाकिस्तानी', 'कार्रवाई', 'पर', 'कोई', 'टिप्पणी', 'नहीं', 'की', 'है', '#Tinder', '#Pakistan', 'https://t.co/Tct3eZt2js']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]"
5322,[],"['चिंता', '-', 'मनी', '20', ':', 'क्या', 'है', 'स्त्रीधन', 'और', 'इस', 'पर', 'कैसे', 'जताएं', 'अपना', 'हक', '?', '#InvestmentTips', '#Finance', '#Women', '#Rights', '#Stridhan', '#Dowry', 'https://t.co/8jgVbN057g']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5323,[],"['देखें', 'आज', 'का', '#TheLallantopShow', 'NEET', '-', 'JEE', 'के', 'बाद', 'NTPC', ',', 'SSC', '-', 'RAILWAY', 'भर्ती', 'को', 'लेकर', 'Narendra', 'Modi', 'सरकार', 'को', 'क्यों', 'घेरा', 'नौजवानों', 'ने', 'https://t.co/eLnD9LeInq']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5324,"[{'start': 0, 'end': 11}]","['Moto', 'G9', 'Plus', 'की', 'कीमत', 'और', 'स्पेसिफिकेशन्स', 'लॉन्च', 'से', 'पहले', 'लीक', 'https://t.co/Q0xQzxVyeD', 'https://t.co/ALLrrBcJaY']","{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]"
5325,"[{'start': 3, 'end': 25}]","['देख', 'लो', ',', 'ये', 'अम्मा', 'कांग्रेस', 'की', 'रजिस्टर्ड', 'दुखियारी', 'है', '।', 'पैसा', 'देकर', 'लोगो', 'की', 'भावनाओ', 'से', 'खिलवाड', ',', 'ये', 'कांग्रेस', 'ही', 'कर', 'सकती', 'है']","{3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24}","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5326,"[{'start': 2, 'end': 15}]","['#Breaking', '-', 'CBI', 'की', 'फॉरेंसिक', 'टीम', 'ने', 'सुशांत', 'की', 'पोस्टमॉर्टम', 'रिपोर्ट', 'पर', 'सवाल', 'खड़े', 'किए', ',', 'सुशांत', 'की', 'खुदकुशी', 'थ्योरी', 'पर', 'भी', 'जताया', 'शक', '#Sushantsinghcase', 'https://t.co/rXvqbKUn5e']","{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14}","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5327,"[{'start': 1, 'end': 37}]","['भगौड़े', 'कारोबारी', 'नीरव', 'मोदी', 'के', 'प्रत्यर्पण', 'पर', 'लंदन', 'वेस्टमिंस्टर', 'कोर्ट', 'में', 'सुनवाई', '।', 'जज', 'ने', 'नीरव', 'के', 'वकील', 'की', 'उस', 'याचिका', 'को', 'खारिज', 'कर', 'दिया', 'जिसमें', 'उन्होंने', 'प्रेस', 'को', 'सुनवाई', 'से', 'दूर', 'रखने', 'की', 'मांग', 'की', 'थी', '।']","{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36}","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
5328,[],"['कोरोना', 'के', 'ख़िलाफ़', 'जारी', 'लड़ाई', 'में', 'दिल्ली', 'के', '2', 'करोड़', 'लोगों', 'की', 'मेहनत', 'और', 'प्रतिबद्धता', 'समेत', 'देश', 'के', 'अन्य', 'राजनीतिक', 'मुद्दों', 'पर', 'नवोदय', 'टाइम्स', 'के', 'साथ', 'बातचीत', 'की', '।', 'https://t.co/99dQJ6jLiP']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
5329,[],"['हर', 'चुनौती', 'से', 'दो', 'हाथ', 'मैंने', 'किये', ',', 'आंधियों', 'में', 'जलाए', 'हैं', 'बुझते', 'दिये', '।', 'जननायक', ',', 'विलक्षण', 'नेतृत्वकर्ता', ',', 'दूरदर्शी', ',', 'अप्रतिम', 'वक्ता', ',', 'अजातशत्रु', ',', 'भारत', 'रत्न', ',', 'परम', 'श्रद्धेय', 'स्व', '.', 'अटल', 'बिहारी', 'वाजपेयी', 'जी', 'की', 'पुण्यतिथि', 'पर', 'सादर', 'पुष्पांजलि', 'एवं', 'कृतज्ञता', 'ज्ञापन', '...', 'हुतात्मा', 'को', 'नमन', '!', 'https://t.co/VgqtegKAYg']",set(),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
